All_gene_num,A498,A549/ATCC,ACHN,BT-549,CAKI-1,DU-145,EKVX,HCT-116,HCT-15,HOP-62,HOP-92,HS 578T,IGROV1,K-562,KM12,LOX IMVI,MCF7,MDA-MB-231/ATCC,MDA-MB-468,NCI-H23,NCI-H460,NCI-H522,OVCAR-3,OVCAR-4,OVCAR-8,PC-3,RPMI-8226,SF-268,SF-295,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,SR,SW-620,T-47D,U251,UACC-257,UACC-62,UO-31
ABL1,0.21230243414,0.40227775125,0.22113242038,0.45067403218,0.19838906838,0.48088429942,0.40656404842,0.1889782355,0.31444592029,0.28717003738,0.23462425788,0.5021093646,0.3531348858,0.55923177076,0.18560894624,0.83509608436,0.18545173962,0.292367578644,0.1739912063,0.45772485742,0.26436083472,0.22860609586,0.29702995968,0.32459996548,0.47958593324216,0.24114735838,0.23992376752,0.25967852617,0.24536544406,0.2999747528,0.22572466296,0.37556760712,0.22796272728,0.24794158084,0.615328163496,0.3863416332,0.29411465514,0.25834921362,0.3968663399,0.2208996269,0.20676961878,0.237310737024
ABL2,0.12496644018,0.34411415018,0.13590417926,0.2127030644,0.1167832702,0.4000185293,0.32340079742,0.10582206664,0.2482246573,0.19258020382,0.14610811354,0.1693827744,0.24652953552,0.48950726032,0.10914232046,0.11049858802,0.1121864347,0.1713155996,0.09149739892,0.3600143114,0.18211221274,0.13247917576,0.22895428602,0.241935826,0.44276258114,0.16860365214,0.16244504366,0.13610725828,0.16892844744,0.20934554916,0.13584332866,0.2804144232,0.1421055926,0.18192960716,0.17293303982,0.31177121824,0.1936360938,0.1840696853,0.21301209104,0.1309566528,0.11864170862,0.14837638242
ACAA1,0.0909223064852,0.096164840168,0.104020125672,0.099864573102,0.0947273849984,0.0924676986402,0.10199154397,0.09783180574,0.084945794618,0.097016603174,0.0870357554836,0.093297788756,0.09774239258,0.09802975413,0.093663420188,0.092036132008,0.0864263498862,0.086874739756,0.10078658286,0.089668679442,0.092993448206,0.09491872521,0.10328413622,0.091892657284,0.08604514188048,0.089254698732,0.092350098652,0.0848826652928,0.0861439619112,0.08816353322654,0.10034249814,0.100102633,0.08156751023,0.094478836512188,0.0859693613888,0.10307912142,0.10120750816,0.088812034324,0.10590360084,0.1037296361,0.09630180342,0.10085768956
ACACA,0.880519109857,1.1072577079812,0.754311420352,0.9741776194716,0.885554703092,0.851752549595438,0.850354728146,0.998376727810756,0.792918995087518,0.8233186535992,0.748350021655498,0.9213476136476,0.931631145864302,0.777314461031492,1.08852203768501,0.788515174115164,0.869781290865773,0.9460531115388,0.883533196274,1.15812778322657,0.746063547824652,0.871453313251086,0.9337331141666,0.9276127588,0.947036700368148,0.942194181554,0.864997077524604,0.78562330226147,0.854262245169322,0.80592786537538,0.861178264998775,0.9358394724598,0.887813749481,0.8800175210814,0.984496127767,0.879156588240342,0.985683940551264,0.78020906737236,0.886501351735593,0.823324319054168,0.8679513867645,0.889322601106461
ACADM,0.0845219412484,0.092735831784,0.090465208604,0.08917537316,0.0884846208316,0.086651039657,0.090902321664,0.08951670628,0.084056283176,0.096017052542,0.0825484102298,0.090403383074,0.0943148747,0.080486956972,0.09113699095,0.085870945272,0.0864706968908,0.085813113104,0.091128110346,0.084921265748,0.084130497043,0.08690686603,0.10183330794,0.089803637162,0.07427588202616,0.0912314283364,0.09093103052,0.0848437425712,0.076989512195,0.07619608584046,0.09752326268,0.0859173236,0.075862275262,0.08487880953898,0.080267046642,0.09640773328,0.0928769764,0.089372929534,0.09298979078,0.08850689926,0.09723759738,0.1002615426
ACOX1,0.1275527729004,0.13444030428,0.14287336494,0.144440068326,0.125804946451,0.1274154167148,0.137559455494,0.13407279348,0.121710156942,0.136721703842,0.1264031976354,0.131289331252,0.14006729044,0.138191898566,0.13723022941,0.13445088236,0.1275739989004,0.12467487429,0.1306792577,0.1289964152,0.134856295727,0.11824978088,0.1454705921,0.140965974748,0.1191821999642,0.133144400539,0.134916676852,0.1263592857636,0.1169990643236,0.12605602147656,0.1436829707,0.14549842255168,0.120676016425,0.12182486773638,0.1258032804092,0.1509092025,0.13925662212,0.118091115916,0.13721686032,0.146884660492,0.13861410372,0.1453838603
ACOX3,0.1265348069492,0.14189642808,0.149531512382,0.14300598294,0.1235621034488,0.1255480332208,0.14645063167,0.14256770162,0.125794623496,0.135963371634,0.1323111412342,0.127570492472,0.1467448721,0.142115887954,0.147045443606,0.126552176642,0.1257252916906,0.127791743792,0.14151370578,0.13441239096,0.17725384972,0.136249183174,0.15596094994,0.136424253756,0.1198600792964,0.1430615612052,0.13913554949,0.1232566356844,0.123740202464,0.12026281990466,0.15202265912,0.15337284659,0.1325883289588,0.12279920410854,0.1257940968936,0.14927638014,0.15034014694,0.134026797508,0.14666988218,0.146916426486,0.14627195966,0.14951636754
ACSBG2,0.1214717556332,0.15214367866,0.140704755618,0.168419924224,0.1304029395186,0.135746935934,0.146839284952,0.13483554006,0.146006690162,0.140321910506,0.156979678288,0.135448308566,0.143681825494,0.140114558878,0.134765206428,0.128352418252,0.15210605276,0.1380787147142,0.1401109902,0.1248419213,0.1307850943736,0.139977123276,0.14986165176,0.143887086844,0.12260550421632,0.1329433847138,0.130399994512,0.1414015240578,0.1357768502046,0.15208743014528,0.14792568232,0.13855863316,0.1318210755446,0.131685457447394,0.141526045559,0.14467411186,0.138781224,0.13746399753,0.17657754346,0.17122944234,0.136520437372,0.147045637082
ACSL1,0.0984865877164,0.114965585272,0.09905494127,0.119345560472,0.0952052159892,0.132753760538,0.125066772718,0.13719903084,0.107437169867,0.119737533498,0.1047295078086,0.11640793087,0.1163642666,0.115089273794,0.11046940799,0.140368430964,0.1220059516386,0.104976955934,0.10855545172,0.118808443664,0.110903185666,0.12565352776,0.13222249576,0.113216164424,0.12994263541716,0.1147248525262,0.11405587758,0.1036849782532,0.1056271290546,0.10812860767346,0.12669095772,0.11437079838,0.08841511236,0.093364667632612,0.1032035735262,0.12424894182,0.12256782234,0.106602525868,0.14585750626,0.12064313848,0.12318384054,0.10682715974
ACSL3,0.098031655428,0.095674764896,0.100222632188,0.11570682458,0.1034961719064,0.106312850094,0.103801826714,0.10603838558,0.1046011598348,0.096073414966,0.0917832940434,0.099558708288,0.11430258352,0.10090394542,0.10943037443,0.098619624504,0.093143280549,0.103702704204,0.10799430024,0.107674151346,0.0979917224664,0.113253118158,0.1154922893,0.113242365678,0.0914063050324,0.093618046854,0.119051634222,0.0948218336756,0.0978842814698,0.09497722585932,0.10747267002,0.099591419,0.078480525737,0.08349665471038,0.092282871563,0.1214248845,0.1159542871,0.110585701282,0.11872078682,0.1094926544,0.09954590002,0.1169055744
