"node_num","node_name","node_type","att_deg"
1,"ABL1","gene",0.237310737024
2,"ABL2","gene",0.14837638242
3,"ACAA1","gene",0.10085768956
4,"ACACA","gene",0.889322601106461
5,"ACADM","gene",0.1002615426
6,"ACOX1","gene",0.1453838603
7,"ACOX3","gene",0.14951636754
8,"ACSBG2","gene",0.147045637082
9,"ACSL1","gene",0.10682715974
10,"ACSL3","gene",0.1169055744
11,"ACSL6","gene",0.147045638012
12,"ACTA2","gene",0.38689660662
13,"ACTB","gene",7.70736786529988
14,"ACTG1","gene",0.27202389534045
15,"ACVR1","gene",1.06091541236
16,"ACVR1B","gene",0.84640364484
17,"ACVR1C","gene",0.7865537954
18,"ACVR2A","gene",0.86641799658
19,"ACVR2B","gene",0.84692445114
20,"ADAM17","gene",0.0972248446
21,"ADCY1","gene",4.463184142676
22,"ADCY2","gene",4.806170980836
23,"ADCY3","gene",4.200762103918
24,"ADCY4","gene",4.246419369902
25,"ADCY5","gene",3.969724909836
26,"ADCY6","gene",3.604335424474
27,"ADCY7","gene",3.889006003676
28,"ADCY8","gene",4.463184145182
29,"ADCY9","gene",3.839303624674
30,"ADCYAP1","gene",0.56348870318
31,"ADCYAP1R1","gene",0.29298810388
32,"ADIPOR1","gene",0.1776949973
33,"ADIPOR2","gene",0.1613037922
34,"ADORA2A","gene",0.78731259858
35,"ADORA2B","gene",0.4712560993
36,"ADRA1A","gene",0.403412345515565
37,"ADRA1B","gene",0.25021997678
38,"ADRA1D","gene",0.257099609024
39,"ADRA2A","gene",0.155598598948
40,"ADRA2B","gene",0.155598601474
41,"ADRA2C","gene",0.155598599274
42,"ADRB1","gene",1.22778917658
43,"ADRB2","gene",1.20320107738
44,"AGAP2","gene",0.8268982062
45,"AGTR1","gene",1.95379558694976
46,"AIFM2","gene",0.0159660546812
47,"AIM2","gene",0.687658666
48,"AJUBA","gene",0.652015208300776
49,"AKT1","gene",12.4865748078129
50,"AKT1S1","gene",0.332192482145494
51,"AKT2","gene",13.4540885134645
52,"ALDOA","gene",0.0318041308849296
53,"ALDOC","gene",0.0904973898471341
54,"AMH","gene",0.41807839170592
55,"ANAPC5","gene",0.08346511004
56,"ANGPTL4","gene",0.176228745502
57,"AOX1","gene",0.08098349288
58,"APAF1","gene",0.240089626
59,"APBB1IP","gene",0.0909693401490063
60,"APC","gene",1.22328574379366
61,"APC2","gene",1.33930206044736
62,"APH1B","gene",0.3282990458
63,"APOA1","gene",0.11792132934
64,"AQP7","gene",0.117461135132
65,"ARAP3","gene",0.5011118747879
66,"ARF1","gene",0.23666837462
67,"ARF6","gene",0.117653873328
68,"ARHGDIA","gene",0.44872555202
69,"ARHGDIB","gene",0.477702198186
70,"ARHGDIG","gene",0.555331538168
71,"ARHGEF12","gene",0.839973635852
72,"ARNT","gene",1.15698810962482
73,"ARRB1","gene",0.3588433079
74,"ARRB2","gene",0.37041889992
75,"ATF2","gene",1.02860975647544
76,"ATF4","gene",14.1375694927581
77,"ATF6B","gene",0.535523220701014
78,"ATG12","gene",0.587771025114
79,"ATG16L1","gene",0.3365997686578
80,"ATG5","gene",0.556333347434
81,"ATM","gene",0.0690525643954
82,"ATP1A1","gene",0.121482645052778
83,"ATP1A3","gene",0.188590604252
84,"ATP1B1","gene",0.124036914906879
85,"ATP1B2","gene",0.18859060376
86,"ATP1B3","gene",0.132664336580005
87,"ATP2A1","gene",0.04064108962
88,"ATP2A2","gene",0.0267705217000014
89,"ATP2A3","gene",0.0428662494
90,"ATP2B1","gene",0.077073628314
91,"ATP2B2","gene",0.086689137838
92,"ATP2B4","gene",0.070119423384
93,"ATP6V1A","gene",0.03003863716
94,"ATP6V1B2","gene",0.03020680112
95,"ATP6V1C1","gene",0.0299396672
96,"ATP6V1C2","gene",0.036601361
97,"ATP6V1D","gene",0.03110104204
98,"ATP6V1E1","gene",0.03018581562
99,"ATP6V1E2","gene",0.0366013626
100,"ATP6V1F","gene",0.03003583416
101,"ATP6V1G1","gene",0.0285890636
102,"ATP6V1G2","gene",0.03968229572
103,"ATP6V1H","gene",0.0317348585
104,"ATR","gene",0.033517233847
105,"ATXN1","gene",0.0626224754
106,"ATXN1L","gene",0.0605223134
107,"AVP","gene",0.482946387324
108,"AVPR1B","gene",0.409548298442
109,"AXIN1","gene",1.31845782207881
110,"AXIN2","gene",1.49262900773061
111,"AZI2","gene",0.4091191662
112,"BAD","gene",1.8372787502166
113,"BAMBI","gene",0.31807599276
114,"BAX","gene",0.5824205389278
115,"BBC3","gene",0.0628948493841002
116,"BCAR1","gene",0.1247089447
117,"BCL10","gene",2.6473778995
118,"BCL2","gene",2.36849656704165
119,"BCL2L1","gene",0.9752378255512
120,"BCL2L11","gene",0.056161009619
121,"BCL3","gene",0.21786745502
122,"BCL6","gene",0.0363810592
123,"BDKRB2","gene",0.86728977734
124,"BDNF","gene",2.10213909621
125,"BECN1","gene",1.954590406
126,"BID","gene",0.70329221542
127,"BIRC2","gene",0.445636379033373
128,"BIRC5","gene",0.130779666847361
129,"BMP2","gene",0.36422705257744
130,"BMP4","gene",0.67091860174486
131,"BMP6","gene",0.39475670296706
132,"BMP7","gene",0.36245587919414
133,"BMP8A","gene",0.36911139398706
134,"BMP8B","gene",0.36911139308738
135,"BMPR1A","gene",1.42846777080612
136,"BMPR1B","gene",1.81318461524692
137,"BMPR2","gene",1.69086407770258
138,"BNIP3","gene",0.03648713746
139,"BOC","gene",0.17744526752
140,"BRAF","gene",2.6335880092368
141,"BRAP","gene",0.10910153538
142,"BRCA1","gene",0.025409678477
143,"BTC","gene",0.1172337126
144,"CAB39","gene",0.239657762319619
145,"CAB39L","gene",0.337934205705242
146,"CACNA1C","gene",0.25812986804
147,"CACNA1D","gene",0.168824121042
148,"CACNA2D1","gene",0.01454773172
149,"CACNA2D2","gene",0.01684727718
150,"CACNA2D3","gene",0.016002661492
151,"CACNA2D4","gene",0.016847277014
152,"CACNB1","gene",0.016205612
153,"CACNB2","gene",0.017255832406
154,"CACNB3","gene",0.01482856248
155,"CACNB4","gene",0.017255832926
156,"CACNG1","gene",0.018275538268
157,"CACNG2","gene",0.018275538748
158,"CACNG3","gene",0.016847277194
159,"CACNG4","gene",0.01827553856
160,"CACNG6","gene",0.01383456308
161,"CACNG7","gene",0.01574346512
162,"CACYBP","gene",0.0661409996
163,"CALM1","gene",3.97759317272388
164,"CALM2","gene",4.72450313506101
165,"CALM3","gene",19.1551871464425
166,"CALML3","gene",6.26547647759073
167,"CAMK1","gene",0.483863172452817
168,"CAMK1D","gene",0.51155516047939
169,"CAMK2A","gene",2.74227083315051
170,"CAMK2B","gene",2.66352765944168
171,"CAMK2D","gene",2.33457990374788
172,"CAMK2G","gene",2.44199945737366
173,"CAMK4","gene",2.1168730004488
174,"CAMKK2","gene",0.947479867168455
175,"CAMP","gene",0.18513839
176,"CARD10","gene",1.126025372
177,"CARD11","gene",3.5597442536
178,"CARD14","gene",0.90809076
179,"CARD9","gene",0.91250228716
180,"CASP3","gene",1.09301969884936
181,"CASP4","gene",2
182,"CASP9","gene",0.9506028128276
183,"CASQ1","gene",2
184,"CASR","gene",1.7396600588
185,"CAT","gene",0.0269448278
186,"CBL","gene",0.1953081662
187,"CBLB","gene",0.5077857928
188,"CCKAR","gene",0.10875406316
189,"CCKBR","gene",0.11032494558
190,"CCL22","gene",0.21223559032
191,"CCL24","gene",0.09492417744
192,"CCL25","gene",0.09784566372
193,"CCL5","gene",0.82028672958
194,"CCNA1","gene",0.02744412303158
195,"CCNB1","gene",0.1407006513052
196,"CCNB2","gene",0.1554542498977
197,"CCND1","gene",6.49418056028217
198,"CCND2","gene",0.987292723859954
199,"CCND3","gene",0.513462739628765
200,"CCNE1","gene",0.21170842013592
201,"CCNE2","gene",0.23065775477988
202,"CCNG1","gene",0.009228716472
203,"CCR10","gene",0.46630598022
204,"CCR7","gene",0.46630598222
205,"CD38","gene",0.371269285450067
206,"CD40","gene",0.56834005372
207,"CD72","gene",0.1914618
208,"CD79B","gene",0.251034488
