"node_num","node_name","node_type","att_deg"
1,"ABL1","gene",0.2208996269
2,"ABL2","gene",0.1309566528
3,"ACAA1","gene",0.1037296361
4,"ACACA","gene",0.823324319054168
5,"ACADM","gene",0.08850689926
6,"ACOX1","gene",0.146884660492
7,"ACOX3","gene",0.146916426486
8,"ACSBG2","gene",0.17122944234
9,"ACSL1","gene",0.12064313848
10,"ACSL3","gene",0.1094926544
11,"ACSL6","gene",0.15274050868
12,"ACTA2","gene",0.3992597326
13,"ACTB","gene",0.34699825525446
14,"ACTG1","gene",7.66388382625493
15,"ACVR1","gene",0.97981470844
16,"ACVR1B","gene",0.89480176882
17,"ACVR1C","gene",0.70500949142
18,"ACVR2A","gene",0.78872062584
19,"ACVR2B","gene",0.81108995346
20,"ADAM17","gene",0.05068577366
21,"ADCY1","gene",4.22352708599
22,"ADCY2","gene",4.61972901958
23,"ADCY3","gene",4.09083761108
24,"ADCY4","gene",4.076791481506
25,"ADCY5","gene",3.89454611888
26,"ADCY6","gene",3.68566235248
27,"ADCY7","gene",3.88660083284
28,"ADCY8","gene",4.423744013668
29,"ADCY9","gene",3.758536554
30,"ADCYAP1","gene",0.60726329314
31,"ADCYAP1R1","gene",0.11133209196
32,"ADIPOR1","gene",0.6172257674
33,"ADIPOR2","gene",0.1536053906
34,"ADORA2A","gene",0.22599319724
35,"ADORA2B","gene",0.1134424346
36,"ADRA1A","gene",0.445253446581028
37,"ADRA1B","gene",0.29449967956
38,"ADRA1D","gene",0.28485997754
39,"ADRA2A","gene",0.1806843257
40,"ADRA2B","gene",0.17545555078
41,"ADRA2C","gene",0.17172515864
42,"ADRB1","gene",0.6889576212
43,"ADRB2","gene",0.8485487358
44,"AGAP2","gene",0.9569702132
45,"AGTR1","gene",1.77150880528
46,"AIFM2","gene",0.01965348782
47,"AIM2","gene",0.7525110836
48,"AJUBA","gene",0.339501310927544
49,"AKT1","gene",13.4649239849899
50,"AKT1S1","gene",0.302115504157834
51,"AKT2","gene",13.7284473329334
52,"ALDOA","gene",0.0308772791322474
53,"ALDOC","gene",0.0678990741749137
54,"AMH","gene",0.475645465828
55,"ANAPC5","gene",0.08013172044
56,"ANGPTL4","gene",0.16063948196
57,"AOX1","gene",0.08173350446
58,"APAF1","gene",0.1842952386
59,"APBB1IP","gene",0.169290051469111
60,"APC","gene",1.23671797714
61,"APC2","gene",1.3459351969
62,"APH1B","gene",0.15905958536
63,"APOA1","gene",0.12898462786
64,"AQP7","gene",0.12052409412
65,"ARAP3","gene",0.443015696000129
66,"ARF1","gene",2.3452465146
67,"ARF6","gene",0.14671103716
68,"ARHGDIA","gene",1.021039975
69,"ARHGDIB","gene",0.1189370339
70,"ARHGDIG","gene",0.1336809763
71,"ARHGEF12","gene",0.8605158847
72,"ARNT","gene",1.16657050196132
73,"ARRB1","gene",0.30567061885188
74,"ARRB2","gene",0.31123478189698
75,"ATF2","gene",0.969656056002258
76,"ATF4","gene",14.43275043656
77,"ATF6B","gene",0.448366203530563
78,"ATG12","gene",0.645965126380721
79,"ATG16L1","gene",0.306895873903624
80,"ATG5","gene",0.607544083200717
81,"ATM","gene",0.06624421218
82,"ATP1A1","gene",1.58464349766324
83,"ATP1A3","gene",0.173113953742203
84,"ATP1B1","gene",0.158410061493066
85,"ATP1B2","gene",0.173324523748999
86,"ATP1B3","gene",0.105142616943359
87,"ATP2A1","gene",0.0408775108006504
88,"ATP2A2","gene",0.0231112606327218
89,"ATP2A3","gene",0.0385704402206043
90,"ATP2B1","gene",0.07252753507
91,"ATP2B2","gene",0.077661030324
92,"ATP2B4","gene",0.067432708894
93,"ATP6V1A","gene",0.02538139312
94,"ATP6V1B2","gene",0.0240492649
95,"ATP6V1C1","gene",0.02420144014
96,"ATP6V1C2","gene",0.02872290418
97,"ATP6V1D","gene",0.02439288966
98,"ATP6V1E1","gene",0.02356067986
99,"ATP6V1E2","gene",0.0279816206
100,"ATP6V1F","gene",0.4330335936
101,"ATP6V1G1","gene",0.02405874527
102,"ATP6V1G2","gene",0.0315998277
103,"ATP6V1H","gene",0.02581429338
104,"ATR","gene",0.0405347902
105,"ATXN1","gene",0.05143779676
106,"ATXN1L","gene",0.05199507924
107,"AVP","gene",0.51665281284
108,"AVPR1B","gene",0.44526877224
109,"AXIN1","gene",1.34221503852264
110,"AXIN2","gene",1.47267370740258
111,"AZI2","gene",0.4340227212
112,"BAD","gene",1.78322715696302
113,"BAMBI","gene",0.78133910088
114,"BAX","gene",0.66872327514
115,"BBC3","gene",0.0937772477815657
116,"BCAR1","gene",0.13474474922
117,"BCL10","gene",2.4574548261
118,"BCL2","gene",2.43278730406801
119,"BCL2L1","gene",0.559034239714167
120,"BCL2L11","gene",0.0549020867402098
121,"BCL3","gene",0.2388632434
122,"BCL6","gene",0.03853940148
123,"BDKRB2","gene",0.76766690256
124,"BDNF","gene",1.568047494858
125,"BECN1","gene",1.94522704
126,"BID","gene",1.0482686305
127,"BIRC2","gene",0.458047649283096
128,"BIRC5","gene",0.120082698035182
129,"BMP2","gene",0.378608971154
130,"BMP4","gene",0.692774197180465
131,"BMP6","gene",0.36116364918
132,"BMP7","gene",0.3503713529
133,"BMP8A","gene",0.3499341536
134,"BMP8B","gene",0.32887316978
135,"BMPR1A","gene",1.49126339368
136,"BMPR1B","gene",1.679983172334
137,"BMPR2","gene",1.383812848
138,"BNIP3","gene",0.04007032652
139,"BOC","gene",0.14694047712
140,"BRAF","gene",3.07702511142562
141,"BRAP","gene",0.13965906654
142,"BRCA1","gene",0.0189658912691768
143,"BTC","gene",0.0863670382
144,"CAB39","gene",0.260421590664142
145,"CAB39L","gene",0.297448101946398
146,"CACNA1C","gene",0.23758811603
147,"CACNA1D","gene",0.178690680358
148,"CACNA2D1","gene",0.02393413762
149,"CACNA2D2","gene",0.02763472968
150,"CACNA2D3","gene",0.0246328076
151,"CACNA2D4","gene",0.0245894748
152,"CACNB1","gene",0.02328045504
153,"CACNB2","gene",0.024196334
154,"CACNB3","gene",0.02255770758
155,"CACNB4","gene",0.02393526324
156,"CACNG1","gene",0.0241979733
157,"CACNG2","gene",0.02419710724
158,"CACNG3","gene",0.02756510326
159,"CACNG4","gene",0.02393800462
160,"CACNG6","gene",0.02393055312
161,"CACNG7","gene",0.02393413762
162,"CACYBP","gene",0.0613794235
163,"CALM1","gene",3.96855965670925
164,"CALM2","gene",5.52322007131984
165,"CALM3","gene",32.3765834869057
166,"CALML3","gene",5.71490228887349
167,"CAMK1","gene",1.16778476608089
168,"CAMK1D","gene",1.16827872348809
169,"CAMK2A","gene",3.2625941602941
170,"CAMK2B","gene",3.22350343234006
171,"CAMK2D","gene",3.07399919892409
172,"CAMK2G","gene",3.06884651849809
173,"CAMK4","gene",2.61055883431007
174,"CAMKK2","gene",1.60744900533299
175,"CAMP","gene",0.4297845582
176,"CARD10","gene",0.901404296
177,"CARD11","gene",3.724380729
178,"CARD14","gene",1.123315668
179,"CARD9","gene",0.940339687440206
180,"CASP3","gene",0.9985366479384
181,"CASP4","gene",2
182,"CASP9","gene",1.10779799738584
183,"CASQ1","gene",2.094674918
184,"CASR","gene",1.906043238
185,"CAT","gene",0.03508807688
186,"CBL","gene",0.17882592308
187,"CBLB","gene",0.4687144806
188,"CCKAR","gene",0.12024730864
189,"CCKBR","gene",0.113677884
190,"CCL22","gene",0.22754319648
191,"CCL24","gene",0.09551993684
192,"CCL25","gene",0.10254186116
193,"CCL5","gene",1.1460267681
194,"CCNA1","gene",0.02454355373
195,"CCNB1","gene",0.239912795442
196,"CCNB2","gene",0.19134326128
197,"CCND1","gene",11.2332219463179
198,"CCND2","gene",1.15992567673551
199,"CCND3","gene",0.697841128233963
200,"CCNE1","gene",0.340185881108014
201,"CCNE2","gene",0.351187964045723
202,"CCNG1","gene",0.01413358082
203,"CCR10","gene",0.43569721368
204,"CCR7","gene",0.43384989362
205,"CD38","gene",0.465038248902712
206,"CD40","gene",0.5864918851
207,"CD72","gene",0.2261951446
208,"CD79B","gene",0.223556463
209,"CD82","gene",0.0197373938
210,"CD8A","gene",0.113598244
211,"CD8B","gene",0.113946452
212,"CDC25B","gene",0.08116648898588
213,"CDC37","gene",0.534795441987367
214,"CDC42","gene",4.46119310303079
215,"CDH1","gene",0.74087184732
216,"CDK1","gene",0.1627523563
217,"CDK2","gene",1.02971408558979
218,"CDK4","gene",0.99782576634668
219,"CDK6","gene",0.448878463349272
220,"CDKN1A","gene",1.71142328575874
221,"CDKN1B","gene",0.476913879868166
222,"CDKN2A","gene",0.01776459476
223,"CDKN2B","gene",0.65252637684
224,"CDKN2D","gene",0.0362639953
225,"CEBPB","gene",0.472676198182
226,"CFLAR","gene",0.357838240248
227,"CFTR","gene",0.19282023303017
228,"CHAD","gene",0.34568787972
229,"CHD8","gene",0.01610761196
230,"CHEK1","gene",0.03999784818
231,"CHEK2","gene",0.03698578094
232,"CHRD","gene",0.50211572744
233,"CHRM1","gene",2.17379377066
234,"CHRM3","gene",0.1226638762
235,"CHUK","gene",4.36802336512704
236,"CIR1","gene",0.12364700404
237,"CISH","gene",0.21755856774
238,"CLIP1","gene",0.0150548662
239,"CNR1","gene",1.56608953
240,"CNTFR","gene",0.4142836515
241,"COL1A1","gene",1.12097153072
242,"COL1A2","gene",1.02605061328
