"node_num","node_name","node_type","att_deg"
1,"ABL1","gene",0.5021093646
2,"ABL2","gene",0.1693827744
3,"ACAA1","gene",0.093297788756
4,"ACACA","gene",0.9213476136476
5,"ACADM","gene",0.090403383074
6,"ACOX1","gene",0.131289331252
7,"ACOX3","gene",0.127570492472
8,"ACSBG2","gene",0.135448308566
9,"ACSL1","gene",0.11640793087
10,"ACSL3","gene",0.099558708288
11,"ACSL6","gene",0.13270783285
12,"ACTA2","gene",1.91315487542456
13,"ACTB","gene",7.68626783989938
14,"ACTG1","gene",0.203638935516106
15,"ACVR1","gene",1.1887547329
16,"ACVR1B","gene",0.911538994
17,"ACVR1C","gene",0.8773136953
18,"ACVR2A","gene",0.9117792699
19,"ACVR2B","gene",0.89595658426
20,"ADAM17","gene",0.05556177728
21,"ADCY1","gene",3.668565497792
22,"ADCY2","gene",3.79727816022
23,"ADCY3","gene",3.46916020486
24,"ADCY4","gene",3.45488524512
25,"ADCY5","gene",3.17323948648
26,"ADCY6","gene",2.96576194854
27,"ADCY7","gene",3.08570583416
28,"ADCY8","gene",3.81127023596
29,"ADCY9","gene",3.01307640872
30,"ADCYAP1","gene",0.6032595944
31,"ADCYAP1R1","gene",0.10604237626
32,"ADIPOR1","gene",0.1452172942
33,"ADIPOR2","gene",0.1403009165
34,"ADORA2A","gene",0.21009037
35,"ADORA2B","gene",0.09308697012
36,"ADRA1A","gene",0.4208325755094
37,"ADRA1B","gene",0.27505579836
38,"ADRA1D","gene",0.2761624989
39,"ADRA2A","gene",0.17077628862
40,"ADRA2B","gene",0.16401930138
41,"ADRA2C","gene",0.17171771448
42,"ADRB1","gene",0.86572079376
43,"ADRB2","gene",1.02841724652
44,"AGAP2","gene",0.8465877092
45,"AGTR1","gene",1.93511181049255
46,"AIFM2","gene",0.0151315255
47,"AIM2","gene",0.6394549856
48,"AJUBA","gene",0.33339128338
49,"AKT1","gene",13.1365204702163
50,"AKT1S1","gene",0.307740938239
51,"AKT2","gene",13.7142113330904
52,"ALDOA","gene",0.0325430654678
53,"ALDOC","gene",0.10601635053
54,"AMH","gene",0.44704078872
55,"ANAPC5","gene",0.09319604184
56,"ANGPTL4","gene",0.136872438606
57,"AOX1","gene",0.47327523226
58,"APAF1","gene",0.1987441048
59,"APBB1IP","gene",0.158910807859725
60,"APC","gene",1.05855433892006
61,"APC2","gene",1.11987733560006
62,"APH1B","gene",0.16799087912
63,"APOA1","gene",0.107591034792
64,"AQP7","gene",0.111314499004
65,"ARAP3","gene",0.52369363054414
66,"ARF1","gene",0.25100014436
67,"ARF6","gene",0.1361324773
68,"ARHGDIA","gene",0.47399610888
