"node_num","node_name","node_type","att_deg"
1,"ABL1","gene",0.19838906838
2,"ABL2","gene",0.1167832702
3,"ACAA1","gene",0.0947273849984
4,"ACACA","gene",0.885554703092
5,"ACADM","gene",0.0884846208316
6,"ACOX1","gene",0.125804946451
7,"ACOX3","gene",0.1235621034488
8,"ACSBG2","gene",0.1304029395186
9,"ACSL1","gene",0.0952052159892
10,"ACSL3","gene",0.1034961719064
11,"ACSL6","gene",0.1299910308992
12,"ACTA2","gene",0.5550211
13,"ACTB","gene",0.259942830343423
14,"ACTG1","gene",7.64811713052227
15,"ACVR1","gene",0.82693638314
16,"ACVR1B","gene",0.82883360408
17,"ACVR1C","gene",0.8607301884
18,"ACVR2A","gene",0.90407208186
19,"ACVR2B","gene",0.95606939494
20,"ADAM17","gene",0.061949259
21,"ADCY1","gene",4.373274024634
22,"ADCY2","gene",4.50646906102
23,"ADCY3","gene",4.1843079297
24,"ADCY4","gene",4.236305051854
25,"ADCY5","gene",3.870623991764
26,"ADCY6","gene",3.568505979012
27,"ADCY7","gene",3.81889704114
28,"ADCY8","gene",4.378614088784
29,"ADCY9","gene",3.76156303318
30,"ADCYAP1","gene",0.57147931382
31,"ADCYAP1R1","gene",0.10592747894
32,"ADIPOR1","gene",0.9564434216
33,"ADIPOR2","gene",0.1555752275
34,"ADORA2A","gene",0.2308519782
35,"ADORA2B","gene",0.10159916498
36,"ADRA1A","gene",0.4206766425
37,"ADRA1B","gene",0.27134477012
38,"ADRA1D","gene",0.29662589172
39,"ADRA2A","gene",0.15520183748
40,"ADRA2B","gene",0.15589242444
41,"ADRA2C","gene",0.15252464586
42,"ADRB1","gene",0.72592029382
43,"ADRB2","gene",0.89263776192
44,"AGAP2","gene",0.803913836
45,"AGTR1","gene",1.8865935101813
46,"AIFM2","gene",0.015774377804
47,"AIM2","gene",0.630146956
48,"AJUBA","gene",0.427964887880047
49,"AKT1","gene",13.1770997211602
50,"AKT1S1","gene",0.3044979340558
51,"AKT2","gene",13.5293621578579
52,"ALDOA","gene",0.0344533225647
53,"ALDOC","gene",0.0686697310448
54,"AMH","gene",0.51069965271972
55,"ANAPC5","gene",0.06756890726
56,"ANGPTL4","gene",0.125609248371
57,"AOX1","gene",0.4778892817
58,"APAF1","gene",0.1992207124
59,"APBB1IP","gene",0.109885448107198
60,"APC","gene",0.92006953943224
61,"APC2","gene",1.05958098823612
62,"APH1B","gene",0.20975999804
63,"APOA1","gene",0.1187754668798
64,"AQP7","gene",0.1030802127046
65,"ARAP3","gene",0.5402133329194
66,"ARF1","gene",2.4214493836
67,"ARF6","gene",0.124862556172
68,"ARHGDIA","gene",0.44271149514
69,"ARHGDIB","gene",0.52645805652
70,"ARHGDIG","gene",0.55045834538
71,"ARHGEF12","gene",0.90792662072
72,"ARNT","gene",1.14947675179303
73,"ARRB1","gene",0.3701641559303
74,"ARRB2","gene",0.3775046219694
75,"ATF2","gene",0.989931510462377
76,"ATF4","gene",16.7207845805212
77,"ATF6B","gene",0.51173534877352
78,"ATG12","gene",0.547868114612087
79,"ATG16L1","gene",0.283830935486083
