"node_num","node_name","node_type","att_deg"
1,"ABL1","gene",0.45772485742
2,"ABL2","gene",0.3600143114
3,"ACAA1","gene",0.089668679442
4,"ACACA","gene",1.15812778322657
5,"ACADM","gene",0.084921265748
6,"ACOX1","gene",0.1289964152
7,"ACOX3","gene",0.13441239096
8,"ACSBG2","gene",0.1248419213
9,"ACSL1","gene",0.118808443664
10,"ACSL3","gene",0.107674151346
11,"ACSL6","gene",0.125974154156
12,"ACTA2","gene",0.4505581004
13,"ACTB","gene",7.72904052800763
14,"ACTG1","gene",0.279071674701746
15,"ACVR1","gene",0.88731395824
16,"ACVR1B","gene",0.8010095833
17,"ACVR1C","gene",0.8299357252
18,"ACVR2A","gene",0.89250718382
19,"ACVR2B","gene",0.94495165466
20,"ADAM17","gene",0.0535465218
21,"ADCY1","gene",4.43639155364
22,"ADCY2","gene",4.65843724774
23,"ADCY3","gene",4.21372803244
24,"ADCY4","gene",4.08747647426
25,"ADCY5","gene",3.9837048629
26,"ADCY6","gene",3.83588722216
27,"ADCY7","gene",4.17191633322
28,"ADCY8","gene",4.59970661748
29,"ADCY9","gene",4.04304192642
30,"ADCYAP1","gene",0.5595460438
31,"ADCYAP1R1","gene",0.10089753452
32,"ADIPOR1","gene",0.1508854597
33,"ADIPOR2","gene",0.17148894134
34,"ADORA2A","gene",0.22041234032
35,"ADORA2B","gene",0.09352141504
36,"ADRA1A","gene",0.46378382929538
37,"ADRA1B","gene",0.27929486096
38,"ADRA1D","gene",0.29094990284
39,"ADRA2A","gene",0.17309337412
40,"ADRA2B","gene",0.16864644498
41,"ADRA2C","gene",0.15744572002
42,"ADRB1","gene",0.69679181966
43,"ADRB2","gene",0.85389448646
44,"AGAP2","gene",0.7918263632
45,"AGTR1","gene",1.85229473282
46,"AIFM2","gene",0.0230758263
47,"AIM2","gene",0.686435172
48,"AJUBA","gene",0.264809528762131
49,"AKT1","gene",13.2132457492017
50,"AKT1S1","gene",0.312583296430144
51,"AKT2","gene",14.3314145198298
52,"ALDOA","gene",0.0276324744730028
53,"ALDOC","gene",0.0773998529000013
54,"AMH","gene",0.51885686982
55,"ANAPC5","gene",0.0881099719
56,"ANGPTL4","gene",0.131072849668
57,"AOX1","gene",0.0965777116
58,"APAF1","gene",0.1771316212
59,"APBB1IP","gene",0.148926014987303
60,"APC","gene",0.95449264814
61,"APC2","gene",1.07668922739
62,"APH1B","gene",0.20370461204
63,"APOA1","gene",0.112673232542
64,"AQP7","gene",0.099088930162
65,"ARAP3","gene",0.338337214520063
66,"ARF1","gene",0.27808979054
67,"ARF6","gene",0.28832720148
68,"ARHGDIA","gene",0.284071857
69,"ARHGDIB","gene",0.33461967688
70,"ARHGDIG","gene",0.34372373406
71,"ARHGEF12","gene",0.8725622376
72,"ARNT","gene",1.08174079635464
73,"ARRB1","gene",0.3480825237716
74,"ARRB2","gene",0.337886106926
75,"ATF2","gene",1.06235826678732
76,"ATF4","gene",11.8352795618795
77,"ATF6B","gene",0.536662485000702
78,"ATG12","gene",0.578127784200002
79,"ATG16L1","gene",0.339068775400009
80,"ATG5","gene",0.602025583900002
81,"ATM","gene",0.0851866689
82,"ATP1A1","gene",0.126264854174041
83,"ATP1A3","gene",0.177801566260028
84,"ATP1B1","gene",0.156207449360051
85,"ATP1B2","gene",0.196172801680028
86,"ATP1B3","gene",0.810398085296676
87,"ATP2A1","gene",0.0421060418000008
88,"ATP2A2","gene",0.0274416925694706
89,"ATP2A3","gene",0.0383911717000011
90,"ATP2B1","gene",0.07005099284
91,"ATP2B2","gene",0.08848631086
92,"ATP2B4","gene",0.077524445
93,"ATP6V1A","gene",0.0236445374
94,"ATP6V1B2","gene",0.02373646598
95,"ATP6V1C1","gene",0.02269164764
96,"ATP6V1C2","gene",0.02706174628
